stage	line	before	after
whitespace	2289	Moreouer are touched here alſo the cauſes of deſtructio,[note 79.4] the riot and voluptuouſnes, wherin Rome flowed. And likewiſe are reherſed the welth, riches, maieſtie, pride, and pleaſures of either Rome. And here by the way are warned, what all worldely men maye loke for, in caſe they addicte theſelues to the pleaſures and voluptuouſenes of this world: which was at Rome, and is vnmeaſurable. Nother haue we red in any ſtories, that natios haue long continued, which haue ben geuen or vanquiſſhed of worldly pleaſures. To builde, to eate, to drinke, to be clothed, and to haue ſeruauntes men and wemen, is lawefull: but a meaſure muſte be kepte in theſe as in al other thinges: the benefites of God muſte be acknowledged, and thoſe may not be more ſet by than vertu: but at Rome, and in the world, paſſing ouer godlines and meane, theſe thinges are only regarded, deſired, and beloued. In buildinges and houſeholde ſtuffe al thinges were ſumptuouſe, and vnmeaſurable. They are of golde which might haue ben well of earth or tinne: of ſiluer, where wood or iron might haue ſerued. And when wood was choſen, it was not euery wood, by [illegible] thynen, that is to ſaie, moſt excellenſte was choſen. Thynen appereth to be named of Thyia, a tree, to the which Theophraſte attributeth great honour, reporting that the famouſe bildinges of olde temples were made therof, and a certen immortalitie of mater incorrupt induring on houſes againſt all wethers, &c. Plinie hath this in the .13. boke, the .16. cha. In ſeruice alſo they vſe men, like beaſtes: nother haue they any beaſtes for their owne vſe, but moſt choſe. Thei haue horſes and mules exceding fine. They haue their horſelitters, Cochees, and charettes right notable: al thinges gliſter with golde, preciouſe ſtones, and purple: and al thinges are wrought and diuiſed for pride and ſumptuouſnes. What ſhall we ſaie that the wholt bandes of their men go al in ſilkes and veluet, wearing their maiſters colours? The lord himſelf of al, ſitting on the ſhulders of his Belphouiers, is borne on high, and is caried on mens bodies as the moſt noble charette. In the meate and drinke of theſe menne all thinges are moſte delicate, exquiſite, and variable. Their drinke is coſtely, ſtraunge and immoderate. The apparell of their body is alſo ouerſumptuouſe. Their garmentes gliſter with golde, and are ſtiffe with pearle. Their comon garment is of Crimoſin ſatten. They vſe alſo oinctemetes and apples of deſire: which maye both be vnderſtande of the fruictes of trees, and alſo of Pomanders conteinyng muſche and ſmellyng ſwete, and of odoriferouſe ſauours.	Moreouer are touched here alſo the cauſes of deſtructio,[note 79.4] the riot and voluptuouſnes, wherin Rome flowed. And likewiſe are reherſed the welth, riches, maieſtie, pride, and pleaſures of either Rome. And here by the way are warned, what all worldely men maye loke for, in caſe they addicte theſelues to the pleaſures and voluptuouſenes of this world: which was at Rome, and is vnmeaſurable. Nother haue we red in any ſtories, that natios haue long continued, which haue ben geuen or vanquiſſhed of worldly pleaſures. To builde, to eate, to drinke, to be clothed, and to haue ſeruauntes men and wemen, is lawefull: but a meaſure muſte be kepte in theſe as in al other thinges: the benefites of God muſte be acknowledged, and thoſe may not be more ſet by than vertu: but at Rome, and in the world, paſſing ouer godlines and meane, theſe thinges are only regarded, deſired, and beloued. In buildinges and houſeholde ſtuffe al thinges were ſumptuouſe, and vnmeaſurable. They are of golde which might haue ben well of earth or tinne: of ſiluer, where wood or iron might haue ſerued. And when wood was choſen, it was not euery wood, by [illegible] thynen, that is to ſaie, moſt excellenſte was choſen. Thynen appereth to be named of Thyia, a tree, to the which Theophraſte attributeth great honour, reporting that the famouſe bildinges of olde temples were made therof, and a certen immortalitie of mater incorrupt induring on houſes againſt all wethers, &c. Plinie hath this in the.13. boke, the.16. cha. In ſeruice alſo they vſe men, like beaſtes: nother haue they any beaſtes for their owne vſe, but moſt choſe. Thei haue horſes and mules exceding fine. They haue their horſelitters, Cochees, and charettes right notable: al thinges gliſter with golde, preciouſe ſtones, and purple: and al thinges are wrought and diuiſed for pride and ſumptuouſnes. What ſhall we ſaie that the wholt bandes of their men go al in ſilkes and veluet, wearing their maiſters colours? The lord himſelf of al, ſitting on the ſhulders of his Belphouiers, is borne on high, and is caried on mens bodies as the moſt noble charette. In the meate and drinke of theſe menne all thinges are moſte delicate, exquiſite, and variable. Their drinke is coſtely, ſtraunge and immoderate. The apparell of their body is alſo ouerſumptuouſe. Their garmentes gliſter with golde, and are ſtiffe with pearle. Their comon garment is of Crimoſin ſatten. They vſe alſo oinctemetes and apples of deſire: which maye both be vnderſtande of the fruictes of trees, and alſo of Pomanders conteinyng muſche and ſmellyng ſwete, and of odoriferouſe ſauours.
whitespace	2297	In the fifte place of this chapter the Angell of the Lorde exhorteth, al the ſainctes of Heauen to reioyce,[note 80.1] and that for the ouerthrowe of Babilon. And this reioycyng of Sainctes is ſet agaynſt the wayling of the wicked. For as they lamente for the cauſes of pleaſures taken from them: ſo the Sainctes reioice ouer vngodlines oppreſſed, and the glory of God reuenged. We are verely forboden in the Prouerbes of Salomo, and in the doctrine of Chriſt and his Apoſtles, that we ſhuld not be glad of the calamities of our enemies, nother that we ſhould ſaye euill or do euill to our enemies. Whiche thing is perpetuall, and commaunded to all men, neuer to be altered by any diſpenſation: but we muſt obſerue in the meane time, that men doe reioyce diuerſe wayes. Menne are glad many times of the deſtruction of their enemies, and that of hatred and mallice: which is not done without ſinne. Others are glad agayne of the calamities, and plages of the vngodly, yet bearyng no mallice towardes them, whiche are in this miſerie: vnto whom thei wold doubtleſſe haue wiſhed a better ſtate, if they might haue ben perſwaded to haue tourned but they reioyce rather ouer iuſtice reuenged, and the godly deliuered from the tiranny of the wicked. Whereof we reade that the prophet ſayde in the .58. Pſalme. The rightuouſe ſhal reioice, when he ſhal ſee vengeaunce, he ſhall waſſhe his fete in the bloud of the vngodly (to witte he ſhall pourge his affections and euill maners,[note 80.2] what time he ſhall ſee the bloud of the vngodly ſpilte: which he beleueth to be done for a documet, leſt we ſhould follow our euill affections, and that our bloud ſhuld be ſhed alſo of the moſte iuſte God by his miniſters) and a man wil ſaie: verely there is a rewarde for the rightuous, verely god iudgeth the earth. Therfore are the rightuouſe glad, and reioyce when they ſee vengeaunce. And it is not ſayde, that they couet, or wiſhe for vengeaunce. Vengeaunce is mine, ſayeth the lord, I wil rewarde. When the lorde therefore rewardeth they are glad for the deliueraunce, and for the veritie eſtabliſhed and confirmed: and reioyce not of an hatred they heare towarde the oppreſſours, whom they haue wiſhed loſt and deſtroyed. The godly wiſſhe euermore the wicked to be conuerted, and to retourne into fauour with God. But whe they ſee them moued with no repetaunce, but obſtinately to procede, and falle into their owne deſtruction, and that God doeth intercepte them, for the ſaluation of the faythfull, and deliueraunce of the godly: the godly reioyce at this deliueraunce, and prayſe the iuſtice of God. Notwithſtanding that they had alwayes rather, if it mighte haue ben, that the loſte had otherwiſe led their life: but nowe ſins it can be no otherwiſe, through their owne obſtinate mallice, they ſpeake not againſt the iudgementes of God, but rather commende the ſame. Theſe thinges verely do the ſainctes in Earth. And the Sainctes in heauen ſins they be purified now from all affections, their reioycing is altogether moſt pure, ſo that it were ſuperfluouſe to reaſon curiouſely therof. But where the heauenly reioyce at the deſtruction of the wicked, we maye eaſely iudge howe muche they erre, whiche truſte to the helpe or prayers of Sainctes: where neuertheleſſe they alter nothing at all of their wicked life. It ſhall be eaſie alſo to diſcuſſe their doubte and carefulnes, which feare leeſt they ſhould be ſory alſo, ſeyng their bretherne, ſiſters, frendes and kinſfolkes co demned. For the Sainctes do plainely conſent to the will of God, and extolle the iudgementes of God, and reioyce therat, and can be ſory no more.	In the fifte place of this chapter the Angell of the Lorde exhorteth, al the ſainctes of Heauen to reioyce,[note 80.1] and that for the ouerthrowe of Babilon. And this reioycyng of Sainctes is ſet agaynſt the wayling of the wicked. For as they lamente for the cauſes of pleaſures taken from them: ſo the Sainctes reioice ouer vngodlines oppreſſed, and the glory of God reuenged. We are verely forboden in the Prouerbes of Salomo, and in the doctrine of Chriſt and his Apoſtles, that we ſhuld not be glad of the calamities of our enemies, nother that we ſhould ſaye euill or do euill to our enemies. Whiche thing is perpetuall, and commaunded to all men, neuer to be altered by any diſpenſation: but we muſt obſerue in the meane time, that men doe reioyce diuerſe wayes. Menne are glad many times of the deſtruction of their enemies, and that of hatred and mallice: which is not done without ſinne. Others are glad agayne of the calamities, and plages of the vngodly, yet bearyng no mallice towardes them, whiche are in this miſerie: vnto whom thei wold doubtleſſe haue wiſhed a better ſtate, if they might haue ben perſwaded to haue tourned but they reioyce rather ouer iuſtice reuenged, and the godly deliuered from the tiranny of the wicked. Whereof we reade that the prophet ſayde in the.58. Pſalme. The rightuouſe ſhal reioice, when he ſhal ſee vengeaunce, he ſhall waſſhe his fete in the bloud of the vngodly (to witte he ſhall pourge his affections and euill maners,[note 80.2] what time he ſhall ſee the bloud of the vngodly ſpilte: which he beleueth to be done for a documet, leſt we ſhould follow our euill affections, and that our bloud ſhuld be ſhed alſo of the moſte iuſte God by his miniſters) and a man wil ſaie: verely there is a rewarde for the rightuous, verely god iudgeth the earth. Therfore are the rightuouſe glad, and reioyce when they ſee vengeaunce. And it is not ſayde, that they couet, or wiſhe for vengeaunce. Vengeaunce is mine, ſayeth the lord, I wil rewarde. When the lorde therefore rewardeth they are glad for the deliueraunce, and for the veritie eſtabliſhed and confirmed: and reioyce not of an hatred they heare towarde the oppreſſours, whom they haue wiſhed loſt and deſtroyed. The godly wiſſhe euermore the wicked to be conuerted, and to retourne into fauour with God. But whe they ſee them moued with no repetaunce, but obſtinately to procede, and falle into their owne deſtruction, and that God doeth intercepte them, for the ſaluation of the faythfull, and deliueraunce of the godly: the godly reioyce at this deliueraunce, and prayſe the iuſtice of God. Notwithſtanding that they had alwayes rather, if it mighte haue ben, that the loſte had otherwiſe led their life: but nowe ſins it can be no otherwiſe, through their owne obſtinate mallice, they ſpeake not againſt the iudgementes of God, but rather commende the ſame. Theſe thinges verely do the ſainctes in Earth. And the Sainctes in heauen ſins they be purified now from all affections, their reioycing is altogether moſt pure, ſo that it were ſuperfluouſe to reaſon curiouſely therof. But where the heauenly reioyce at the deſtruction of the wicked, we maye eaſely iudge howe muche they erre, whiche truſte to the helpe or prayers of Sainctes: where neuertheleſſe they alter nothing at all of their wicked life. It ſhall be eaſie alſo to diſcuſſe their doubte and carefulnes, which feare leeſt they ſhould be ſory alſo, ſeyng their bretherne, ſiſters, frendes and kinſfolkes co demned. For the Sainctes do plainely conſent to the will of God, and extolle the iudgementes of God, and reioyce therat, and can be ſory no more.
whitespace	2299	And he biddeth heaue reioyce,[note 80.3] as many times in the Pſal. we reade the like phraſe: vnleſſe you had rather by Heauen, vnderſtande heauely dwellers, ſuch as we beleue thapoſtles and prophetes to be. For at the ſame time when S. Iohn wrote theſe thinges, all thapoſtles in a maner were ſlaine. And here is to be knowen, that the Romiſh beaſt had deuoured, that is to ſaye, afflicted and ſlaine, not only the ſonne of God, our lord Ieſus Chriſt: but alſo Iohn the Baptiſt, all the Apoſtles of God, and al the martirs of Chriſt. By the prophetes we vnderſtande, not only thoſe olde, but all the faithful preachers of the goſpel. For we haue hearde oftener than ones before, that the faithful preachers of the worde be called prophetes. He annexeth more ouer a reaſon whie they ought to reioyce: for God hath geuen your iudgement of her. For in the .6. chapt. the ſoules of Martirs crie vnder the Aultar: howe longe Lord auengeſt thou not our bloud on them that be on Earth? nowe therefore they prayſe Gods iuſtice, whiche as he than promiſed that he would auenge, ſo hath he nowe auenged in dede.	And he biddeth heaue reioyce,[note 80.3] as many times in the Pſal. we reade the like phraſe: vnleſſe you had rather by Heauen, vnderſtande heauely dwellers, ſuch as we beleue thapoſtles and prophetes to be. For at the ſame time when S. Iohn wrote theſe thinges, all thapoſtles in a maner were ſlaine. And here is to be knowen, that the Romiſh beaſt had deuoured, that is to ſaye, afflicted and ſlaine, not only the ſonne of God, our lord Ieſus Chriſt: but alſo Iohn the Baptiſt, all the Apoſtles of God, and al the martirs of Chriſt. By the prophetes we vnderſtande, not only thoſe olde, but all the faithful preachers of the goſpel. For we haue hearde oftener than ones before, that the faithful preachers of the worde be called prophetes. He annexeth more ouer a reaſon whie they ought to reioyce: for God hath geuen your iudgement of her. For in the.6. chapt. the ſoules of Martirs crie vnder the Aultar: howe longe Lord auengeſt thou not our bloud on them that be on Earth? nowe therefore they prayſe Gods iuſtice, whiche as he than promiſed that he would auenge, ſo hath he nowe auenged in dede.
whitespace	2301	And by this place we learne,[note 80.4] that all iudgement is geuen to the ſonne, and that no Saincte in heauen can iudge or pu niſh an euil man on Earth. For it is moſte falſe, that Sainctes are ſayed to punniſſhe their enemies: S. Anthony with the holy fire, Valentine with the fallyng ſickenes, and other with other diſeaſes, God alone, as in the .16. chapt. is declared at large, punniſſheth, and ſendeth and taketh away ſickenes. And moſte certayne it is, aſwel by this, as alſo by many other places of this boke, that God ſlepeth not, but will whe he ſeeth time, reuenge and punniſh moſt certenly. The martirs when they ſhould die, had comitted all their iudgement to the Lorde their God. He iudgeth nowe the iudgement of Sainctes of Rome: that is after his iuſte iudgement taketh punniſhment of Rome, for that ſhe had with wrogfull iudgement oppreſſed the Sainctes.	And by this place we learne,[note 80.4] that all iudgement is geuen to the ſonne, and that no Saincte in heauen can iudge or pu niſh an euil man on Earth. For it is moſte falſe, that Sainctes are ſayed to punniſſhe their enemies: S. Anthony with the holy fire, Valentine with the fallyng ſickenes, and other with other diſeaſes, God alone, as in the.16. chapt. is declared at large, punniſſheth, and ſendeth and taketh away ſickenes. And moſte certayne it is, aſwel by this, as alſo by many other places of this boke, that God ſlepeth not, but will whe he ſeeth time, reuenge and punniſh moſt certenly. The martirs when they ſhould die, had comitted all their iudgement to the Lorde their God. He iudgeth nowe the iudgement of Sainctes of Rome: that is after his iuſte iudgement taketh punniſhment of Rome, for that ſhe had with wrogfull iudgement oppreſſed the Sainctes.
whitespace	2303	In the ſixte place of this chapter he retourneth to the deſcription of the ſubuerſion of Babylon. And it is a moſte clere, and eue a certen eyely and euident demonſtration by a ſimilitude. For takyng vp a greate ſtone, in quantitie like a Milſtone, he caſteth the ſame into the Sea, and makyng a declaration of his ſo doyng,[note 80.5] ſayeth, thus ſodaynely, and with ſuch a violence, ([illegible]) ſhal Babilon be caſt downe, &c. This place is taken out of the ende of the .51. chapt. of Ieremie, where you reade in a maner the like thinges worde for worde. And here is now brought in a ſtrong Angell, leeſt we ſhoulde thinke that the force of Rome were happly ſtronger than that it could be broken. But it ſhal be broken of a ſtrog Aungell. And the thinges that be ſodainely drowned appere no more. Here is ſignified therefore, that with a ſodayne deſtruction Rome ſhal falle, that there ſhal no token thereof be lefte, and that it ſhal falle without any difficultie, it ſhal be made to plumpe, and neuer more be ſene. And the Lorde in the goſpell affirmeth, that the crime or ſclaunder muſt be punniſhed with a Milſtone hanged aboute the necke: yea and that ſame not to be punniſhment greuous enough, although emonges the Syrians it was accompted for vile and ſhamefull, ſins the crime deſerueth to be punniſhed with a much more greuouſe or crueller paine. Wherefore Primaſius ſuppoſed, that here by the waye is ſignied, how Babilon, for offences geuen to the worlde, ſhould be drowned in the Sea, as it were with a milſtone tied faſt to her necke. Doubtles if euer any citie, if euer any kingedome were hateful by reaſon of greateſt offences, and geuen to the Chriſtians innumerable ſclaunders: Rome and the Romane Empire, and euen the Popiſhenes of the church hath hurte moſt by ſclauder, and yet hurteth. Wherefore it is no doubte, but that it hath be plaged moſt greuouſly, and ſhal be yet more punniſhed of the Lorde.	In the ſixte place of this chapter he retourneth to the deſcription of the ſubuerſion of Babylon. And it is a moſte clere, and eue a certen eyely and euident demonſtration by a ſimilitude. For takyng vp a greate ſtone, in quantitie like a Milſtone, he caſteth the ſame into the Sea, and makyng a declaration of his ſo doyng,[note 80.5] ſayeth, thus ſodaynely, and with ſuch a violence, ([illegible]) ſhal Babilon be caſt downe, &c. This place is taken out of the ende of the.51. chapt. of Ieremie, where you reade in a maner the like thinges worde for worde. And here is now brought in a ſtrong Angell, leeſt we ſhoulde thinke that the force of Rome were happly ſtronger than that it could be broken. But it ſhal be broken of a ſtrog Aungell. And the thinges that be ſodainely drowned appere no more. Here is ſignified therefore, that with a ſodayne deſtruction Rome ſhal falle, that there ſhal no token thereof be lefte, and that it ſhal falle without any difficultie, it ſhal be made to plumpe, and neuer more be ſene. And the Lorde in the goſpell affirmeth, that the crime or ſclaunder muſt be punniſhed with a Milſtone hanged aboute the necke: yea and that ſame not to be punniſhment greuous enough, although emonges the Syrians it was accompted for vile and ſhamefull, ſins the crime deſerueth to be punniſhed with a much more greuouſe or crueller paine. Wherefore Primaſius ſuppoſed, that here by the waye is ſignied, how Babilon, for offences geuen to the worlde, ſhould be drowned in the Sea, as it were with a milſtone tied faſt to her necke. Doubtles if euer any citie, if euer any kingedome were hateful by reaſon of greateſt offences, and geuen to the Chriſtians innumerable ſclaunders: Rome and the Romane Empire, and euen the Popiſhenes of the church hath hurte moſt by ſclauder, and yet hurteth. Wherefore it is no doubte, but that it hath be plaged moſt greuouſly, and ſhal be yet more punniſhed of the Lorde.
whitespace	2305	Agayne by propheticall and figuratiue ſpeaches he ſignifieth a notable deſolation, and that the ſame place ſhould neuer after be inhabited for euer. Such like maners of ſpeaches ſhall the finde in the .24. of Eſaye, and .26. of Ezech. and in diuerſe other places. Al pleaſure, ſayeth he, ſhal periſh, eſpecially which was wont to be taken of Muſicke. All craftes ſhall be layde downe. Briefely there ſhal be no more any habitation for men.	Agayne by propheticall and figuratiue ſpeaches he ſignifieth a notable deſolation, and that the ſame place ſhould neuer after be inhabited for euer. Such like maners of ſpeaches ſhall the finde in the.24. of Eſaye, and.26. of Ezech. and in diuerſe other places. Al pleaſure, ſayeth he, ſhal periſh, eſpecially which was wont to be taken of Muſicke. All craftes ſhall be layde downe. Briefely there ſhal be no more any habitation for men.
whitespace	2307	[note 80.6]In the ſeuenth and laſt place are ſet forth agayne the cauſes of this ſubuerſion, and that more notable three. The firſt: Thy marchauntes were princes of the Earth. For they that haue occupied marchandiſe in the church of Rome, and yet do, are in a maner princes. Of whom I haue ſpoken before. Here is noted therfore their pride, auarice, and ſumptuouſenes. Aretas: he calleth them marchauntes, ſayeth he, whiche tourmoyle and trouble the whole worlde, as it were certen fayres, &c. The ſeconde: for with thine inchauntementes all nations haue ben ſeduced. There is no doubte, but that inchauntyng, and magicke raigne in Babilon, and that there is founde plentie of fortune readers, necromanciers, and inchaunters: yet here appereth chiefly to be ſignified, ſeducing, Idolatrie, and impietie, or errour of doctrine. Suche an inchaunter was Iezabel, as appereth in the .4. booke of Kinges the .9. chapt. which practiſed inchauntementes in very dede, and bewitched men with corrupt religion. And euen ſo hath Rome ſeduced the whole worlde, and yet ſeduceth. For the which cauſe ſhe deſerueth moſt greuouſe punniſhment. The laſt cauſe of ſubuerſion: for in thee is foude the bloud. Bloud ſhed can not be whipte awaye nor clenſed from them, that ſhede innocent bloud.[note 80.7] And although it be not ſtreight waye required: yet will there come a time when it ſhal be required of God, and than is it founde. And he maketh metion of thre ſortes of bloud. Firſte of the bloud of Prophetes, of them I meane, which haue preached the Goſpell, and haue ben the fathers of the faithfull. Secondely of Sainctes to witte holy martirs. Finally of al menne that haue ben ſlayne in earth to witte dwelling here and there through out the world: whom we vnderſtande to haue ben diſpatched and taken out of the waye, by the warres, ſeditions, and tiranny of Rome. So we reade alſo in the firſt oratio of Ieremie, that God ſtraitely requyreth the bloud of his ſeruauntes ſpilte. Doubtles all ſhedyng of bloud is greuouſe (the ſame excepted which is iuſtely done of the magiſtrate) yet is one more heynouſe than another. For he that killeth a preacher of the goſpell, more greuouſely ſinneth, than he that diſpatcheth a priuate perſon: and he whiche for religion ſake ſlayeth a man, and maketh a martir, ſinneth more heynouſely, than he that killeth a man in the warre. Therefore al the bloud ſhed of Rome after any ſort, ſhal be required of Rome, and is required. Thus the lorde ſpake alſo of the citie of Hieruſale, Matth. 23. The lord Ieſus haue mercy on vs, and loke vpo vs with theyes of his mercie. Amen.	[note 80.6]In the ſeuenth and laſt place are ſet forth agayne the cauſes of this ſubuerſion, and that more notable three. The firſt: Thy marchauntes were princes of the Earth. For they that haue occupied marchandiſe in the church of Rome, and yet do, are in a maner princes. Of whom I haue ſpoken before. Here is noted therfore their pride, auarice, and ſumptuouſenes. Aretas: he calleth them marchauntes, ſayeth he, whiche tourmoyle and trouble the whole worlde, as it were certen fayres, &c. The ſeconde: for with thine inchauntementes all nations haue ben ſeduced. There is no doubte, but that inchauntyng, and magicke raigne in Babilon, and that there is founde plentie of fortune readers, necromanciers, and inchaunters: yet here appereth chiefly to be ſignified, ſeducing, Idolatrie, and impietie, or errour of doctrine. Suche an inchaunter was Iezabel, as appereth in the.4. booke of Kinges the.9. chapt. which practiſed inchauntementes in very dede, and bewitched men with corrupt religion. And euen ſo hath Rome ſeduced the whole worlde, and yet ſeduceth. For the which cauſe ſhe deſerueth moſt greuouſe punniſhment. The laſt cauſe of ſubuerſion: for in thee is foude the bloud. Bloud ſhed can not be whipte awaye nor clenſed from them, that ſhede innocent bloud.[note 80.7] And although it be not ſtreight waye required: yet will there come a time when it ſhal be required of God, and than is it founde. And he maketh metion of thre ſortes of bloud. Firſte of the bloud of Prophetes, of them I meane, which haue preached the Goſpell, and haue ben the fathers of the faithfull. Secondely of Sainctes to witte holy martirs. Finally of al menne that haue ben ſlayne in earth to witte dwelling here and there through out the world: whom we vnderſtande to haue ben diſpatched and taken out of the waye, by the warres, ſeditions, and tiranny of Rome. So we reade alſo in the firſt oratio of Ieremie, that God ſtraitely requyreth the bloud of his ſeruauntes ſpilte. Doubtles all ſhedyng of bloud is greuouſe (the ſame excepted which is iuſtely done of the magiſtrate) yet is one more heynouſe than another. For he that killeth a preacher of the goſpell, more greuouſely ſinneth, than he that diſpatcheth a priuate perſon: and he whiche for religion ſake ſlayeth a man, and maketh a martir, ſinneth more heynouſely, than he that killeth a man in the warre. Therefore al the bloud ſhed of Rome after any ſort, ſhal be required of Rome, and is required. Thus the lorde ſpake alſo of the citie of Hieruſale, Matth. 23. The lord Ieſus haue mercy on vs, and loke vpo vs with theyes of his mercie. Amen.
whitespace	2309	## ¶ The reioycinges and Himnes of ſainctes are recited for Rome deſtroyed, and all vngodlines taken awaye. The .lxxxj. Sermon.	## ¶ The reioycinges and Himnes of ſainctes are recited for Rome deſtroyed, and all vngodlines taken awaye. The.lxxxj. Sermon.
whitespace	2313	[note 81.2]For as much as the Apoſtle in this boke moſt plentifully hath deſcribed the oppreſſion of Sainctes, and the cruell miſcheuouſe, and prowde aſſaultes of the perſecutours of the Goſpell, whereby they both mocke God, and tourment his ſainctes, whereupon euermore at all times the complainctes euen of the godly men are red to haue riſen, as though God through his longe ſufferyng and great patience, ſhould ſeme to neglecte the oppreſſed: he diſcourſeth alſo moſte at large nowe, the reioycinges and prayſes of Sainctes, wherby thei extolle the veritie and iuſtice of God, neuer neglectyng his, and moſt greuouſely punniſhing the vngodly perſecutours. Howebeit they reioyce here chiefely, and prayſe God for the taking awaye of Antichriſte, and all vngodlines with him. Whiche verely is the firſt place of this chapter. The ſeconde confirmeth al Sainctes, leeſte they ſhould doubte any thing of the ſaluation of the faythfull, which he ſheweth to be moſt certayne. The thirde place reciteth the ſinne of bleſſed Iohn: and the faithfull doctrine of the holy Aungel, that we ſhould worſhippe no creatures, be they neuer ſo holy. In the laſte place is deſcribed the iudge, or reuenger Ieſus Chriſte, commyng to iudgement: there is moreouer deſcribed the perdition or punniſhement of al vngodly, which the iuſte and holy lord taketh of them. Which place verely begone in the .11. chapt. of this boke, and ſuſpeded hitherto, repeted ſomewhat in the .14. is now at the laſt finiſſhed.	[note 81.2]For as much as the Apoſtle in this boke moſt plentifully hath deſcribed the oppreſſion of Sainctes, and the cruell miſcheuouſe, and prowde aſſaultes of the perſecutours of the Goſpell, whereby they both mocke God, and tourment his ſainctes, whereupon euermore at all times the complainctes euen of the godly men are red to haue riſen, as though God through his longe ſufferyng and great patience, ſhould ſeme to neglecte the oppreſſed: he diſcourſeth alſo moſte at large nowe, the reioycinges and prayſes of Sainctes, wherby thei extolle the veritie and iuſtice of God, neuer neglectyng his, and moſt greuouſely punniſhing the vngodly perſecutours. Howebeit they reioyce here chiefely, and prayſe God for the taking awaye of Antichriſte, and all vngodlines with him. Whiche verely is the firſt place of this chapter. The ſeconde confirmeth al Sainctes, leeſte they ſhould doubte any thing of the ſaluation of the faythfull, which he ſheweth to be moſt certayne. The thirde place reciteth the ſinne of bleſſed Iohn: and the faithfull doctrine of the holy Aungel, that we ſhould worſhippe no creatures, be they neuer ſo holy. In the laſte place is deſcribed the iudge, or reuenger Ieſus Chriſte, commyng to iudgement: there is moreouer deſcribed the perdition or punniſhement of al vngodly, which the iuſte and holy lord taketh of them. Which place verely begone in the.11. chapt. of this boke, and ſuſpeded hitherto, repeted ſomewhat in the.14. is now at the laſt finiſſhed.
whitespace	2319	[note 81.4]Now followeth the himne: ſaluation and glory, and honour, &c. And thoſe thinges they prayſe in God, and aſcribe vnto him wholy. Whereof I ſpake in expoundhng the .4. and .5. chapt. of this boke. Moreouer they prayſe God, of that whiche in this cauſe is principall: for his iudgementes are iuſte and true. Which ſaying ſemeth worthie to be printed moſte depely in the hartes of al men, as the which in temptations maye not a little erecte them. And wherefore the iudgementes of God be iuſt and true, he addeth, becauſe he hath iudged the great whore: that is to ſaye, taken worthie and condigne punniſhment of the greate whore. Hitherto the Lorde hath ſemed to many ouer ſlowe, and to much fauourable to Rome, and the Romiſh church: but than ſhall they ſee that God is moſt iuſt. Of the whore is ſpoken before.	[note 81.4]Now followeth the himne: ſaluation and glory, and honour, &c. And thoſe thinges they prayſe in God, and aſcribe vnto him wholy. Whereof I ſpake in expoundhng the.4. and.5. chapt. of this boke. Moreouer they prayſe God, of that whiche in this cauſe is principall: for his iudgementes are iuſte and true. Which ſaying ſemeth worthie to be printed moſte depely in the hartes of al men, as the which in temptations maye not a little erecte them. And wherefore the iudgementes of God be iuſt and true, he addeth, becauſe he hath iudged the great whore: that is to ſaye, taken worthie and condigne punniſhment of the greate whore. Hitherto the Lorde hath ſemed to many ouer ſlowe, and to much fauourable to Rome, and the Romiſh church: but than ſhall they ſee that God is moſt iuſt. Of the whore is ſpoken before.
